Fonte de Recursos,Despesa,Liquidado,
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"             560.883,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903019 - LUBRIFICANTE AUTOMOTIVO,"              29.960,62",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903021 - GASOLINA AUTOMOTIVA,"              39.108,06",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903022 - DIESEL AUTOMOTIVO,"             399.532,96",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903023 - ETANOL AUTOMOTIVO,"             534.930,37",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"             531.091,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"             465.684,59",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903026 - CESTAS BASICAS,"             482.420,29",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"           6.144.815,48",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"           1.563.194,83",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903029 - OUTROS COMBUSTIVEIS E LUBRIFICANTES-REEMBOLS,"             685.378,29",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"           2.505.794,91",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","           2.255.949,72",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903032 - MATERIAL DE USO LABORATORIAL,"             358.226,90",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903034 - MATERIAL DE USO VETERINARIO,"             275.880,99",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903035 - MEDICAMENTOS FORNECIDOS POR DECIS„O JUDICIAL,"               1.900,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903036 - OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL,"                 610,01",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903039 - MATERIAL ESPORTIVO E DE LAZER,"             202.763,92",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903040 - MATERIAL EDUCATIVO E CULTURAL,"             672.627,71",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"           5.217.766,09",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903042 - MATERIAL PARA FOTOGRAFIA E FILMAGEM,"              22.915,41",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903043 - LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA","              58.697,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903044 - BANDEIRAS, FLAMULAS, INSIGNIAS","              70.447,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"           1.492.389,32",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ,"             106.424,99",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"           1.411.355,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"           1.180.234,36",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903055 - MATERIAL PARA TELECOMUNICACOES,"              65.218,82",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA,"             671.091,61",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA,"             635.097,31",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903063 - FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT","             239.874,05",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903064 - PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO,"              28.149,05",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA,"             271.417,75",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903080 - ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM","              24.000,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903081 - ALIMENTOS PARA ANIMAIS,"             529.932,30",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903082 - SEMENTES E MUDAS DE PLANTAS,"             315.129,73",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903090 - OUTROS MATERIAIS DE CONSUMO,"           5.810.481,21",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903295 - MATERIAL OU BEM PARA DISTRIBUICAO GRATUITA,"           2.389.022,77",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903340 - REGIME DE QUILOMETRAGEM,"           3.240.000,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"           1.619.484,88",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","           1.005.655,03",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903344 - VALE-TRANSPORTE,"              41.247,67",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO,"             821.155,52",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903346 - LOCOMOCAO DE SERVIDORES,"             529.409,66",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903347 - TRANSPORTE ESCOLAR,"           1.704.717,61",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903350 - LOCOMOÁ„O DE SERV.POR MEIO DE APLIC.DE TRANS,"             728.919,64",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903501 - OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA","             114.175,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903504 - SERVICOS DE CONSULTORIA-PESSOA JURIDICA,"             193.313,37",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903509 - CONSULTORIA TECNO.DA IMFORMAC„O-PJ,"           1.810.042,13",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903603 - CONDOMINIO,"               8.280,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"           7.132.033,86",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"           1.462.388,20",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS,"          80.881.125,81",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903625 - CURSOS, PALESTRAS","             150.288,50",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903626 - SERVICOS TECNICOS E ESPECIALIZADOS,"                 550,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903691 - LOCACAO DE IMOVEIS,"          15.410.603,03",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903795 - SERVICOS DE VIGILANCIA,"         163.764.502,55",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903796 - SERVICOS DE LIMPEZA,"          11.204.263,62",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903799 - OUTROS SERVICOS,"           9.742.538,17",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903903 - CONDOMINIOS,"           4.725.524,54",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"           2.859.794,96",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903914 - EXAMES LABORATORIAIS,"              64.931,22",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA,"          29.207.463,25",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO),"              34.214,47",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903918 - PROPAGANDA/PUBLICIDADE,"              16.952,76",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"           1.509.762,61",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903921 - SERVICOS DE COMUNICACAO DE DADOS,"               7.755,70",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903922 - LOC.MAQ.REPROGAFICAS C/MAO DE OBRA,"              78.428,47",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903925 - SERVICOS DE CORREIOS,"          43.622.674,52",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903926 - PUBLICIDADE LEGAL,"              40.639,27",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE,"           5.490.339,17",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903928 - SERVICOS DE PUBLICIDADE INSTITUCIONAL,"                 277,50",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903931 - SERVICOS DE APOIO AO ENSINO,"             587.464,48",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","             130.335,30",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903940 - FRETES E TRANSPORTES,"           1.392.891,37",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903941 - SERVICO DE LAVANDERIA,"              70.668,38",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903942 - SEGURO DE VIDA,"               1.688,85",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903943 - ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM","             121.901,16",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903944 - SEGURO DE VEICULO,"             945.838,26",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903945 - OUTROS SEGUROS,"             606.433,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903946 - SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO","           2.417.628,31",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"           4.222.495,88",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903951 - CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE,"              28.150,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS,"              68.410,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903953 - PROJ.OU PESQ.DE CIENCIA,TECNOLOGIA E INOVACA","             692.342,20",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","              23.550,20",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"              76.114,60",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI,"             128.495,79",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","              16.800,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903960 - REALIZACAO DE CONCURSO PUBLICO,"           3.610.260,45",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"           2.137.159,13",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB,"              98.950,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","             382.150,52",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903964 - CRECHE,"              72.175,25",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903965 - SERVICOS DE COPA, COPEIRAGEM","             118.996,01",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903969 - SERV.SOCORRISTA P/ATEND.MEDICO URGENTE,"              45.661,44",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903970 - FORNEC.ALIMENT.PREPARADA-HOSPITALAR,"              17.970,50",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"           6.491.388,77",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903975 - CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS,"           1.913.537,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO,"              16.670,83",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"          37.246.347,65",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"          30.537.832,05",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET,"          34.116.862,26",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC,"           1.943.010,43",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903983 - SERVICOS GRAFICOS,"             794.370,50",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS,"             222.459,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903991 - LOCACAO DE IMOVEIS,"          98.901.278,56",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO,"           8.494.220,94",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO,"              65.172,26",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903999 - OUTROS SERVICOS DE TERCEIROS,"         100.286.277,08",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904007 - MANUTENÁ„O DE SOFTWARE,"           2.428.972,81",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904010 - ATUALIZ.OU AQUIS.LICENÁA E CESS„O DE SOFTWAR,"          37.509.354,83",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904011 - SUPORTE DE INFRAESTRUTURA,"             147.400,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904012 - SUPORTE A USU·RIOS DE TI,"             493.718,28",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904013 - HOSPEDAGEM DE SISTEMAS,"           1.087.269,49",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904014 - LOCAÁ„O DE EQUIPAMENTOS DE TI,"           2.911.641,90",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904015 - MANUTENÁ„O DE EQUIPAMENTOS DE TI,"              55.225,07",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904016 - COMUNICAÁ„O DE DADOS,"           3.244.776,74",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904018 - SALA COFRE,"           3.388.544,24",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904019 - SERVIÁOS DE DIGITAÁ„O E PREPARAÁ„O DE DADOS,"           4.821.154,80",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904020 - SERVIÁOS DE TELEFONIA DE VOZ SOBRE IP,"              42.808,91",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904021 - SERVIÁOS DE MENSAGERIA E COLABORAÁ„O,"               2.801,25",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"         146.616.757,47",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904112 - CONTRIBUICOES A EMPRESAS ESTATAIS,"          10.218.544,36",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904601 - AUXILIO - ALIMENTACAO,"         449.840.450,34",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904713 - IPTU,"              15.374,92",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904718 - TAXA DE LIMPEZA PUBLICA,"             143.626,53",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA,"           1.071.793,20",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904722 - OUTRAS TAXAS,"             440.950,85",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33904901 - AUXILIO - TRANSPORTE,"          75.842.384,65",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905011 - ENERGIA ELETRICA,"          16.004.730,96",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905012 - TELEFONIA FIXA,"           2.002.978,30",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905013 - AGUA E ESGOTOS,"           3.011.312,15",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905014 - GAS ENCANADO,"               5.809,96",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905015 - OUTROS SERVICOS DE UTILIDADE PUBLICA,"          30.601.481,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905017 - TELEFONIA MOVEL CELULAR,"           1.263.099,82",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905922 - PENSIONISTAS - CARTEIRAS EXTINTAS,"          78.135.203,19",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905923 - INATIVOS - CARTEIRAS EXTINTAS,"         682.161.089,16",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905924 - RESTIT.CONTR.ß 1∫ ART.5∫ LEI N∫16.877-2018,"         304.431.877,15",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33905925 - RESTIT.CONTR.ß 1∫ ART.6∫ LEI N∫16.877-2018,"          61.000.000,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909205 - REFORMAS DE BENS IMOVEIS E DE DOM.PUBLICO,"              99.338,64",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909215 - VIGILANCIA,"             712.797,27",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909216 - ENERGIA ELETRICA,"              98.687,13",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909217 - TELEFONIA,"              69.283,45",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909218 - AGUA E ESGOTOS,"              73.076,67",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           9.627.270,13",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909221 - DIARIAS,"          44.776.327,52",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909222 - IMPOSTOS EM ATRASO,"                 825,35",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"          11.352.100,06",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909315 - AJUDA DE CUSTO-PESSOAL CIVIL,"           2.225.522,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909317 - INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST,"          14.732.904,95",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909318 - AJUDA DE CUSTO PARA MORADIA (RES. CNJ 199/14,"              97.915,23",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909323 - RESSARCI.DE TRANSP.P/LOCOMOCAO DE SERVIDORES,"                 765,91",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33909325 - RESTITUICAO DECOR COOPERACAO TJ/SSP (PM),"          19.730.467,12",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33913002 - MATERIAL DE CONSUMO,"           2.529.933,37",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33913794 - LIMPEZA E VIGILANCIA,"          18.424.328,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33913981 - REFORMAS DE IMÛVEIS,INCLUS.INSTAL.HIDR.E ELE","           1.337.196,03",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33913990 - OUTROS SERV.DE TERC. PESSOA JURIDICA,"           8.902.001,42",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33919326 - REST.DEC.DIARIA ESP.JOR.E.TRAB.PMILITAR-DEJE,"           1.142.510,58",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44405101 - TRANSFERENCIAS A MUNICIPIOS-OBRAS,"          36.506.540,25",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44405201 - TRANSF.A MUNICIPIOS-EQUIP.MATER.PERMANENTE,"           1.417.483,78",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44504201 - AUXILIOS PARA DESPESAS DE CAPITAL,"           3.225.010,53",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44903999 - OUTROS SERVICOS DE TERCEIROS,"             170.154,99",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44904062 - AQUISIÁ„O DE SOFTWARE,"           1.284.578,73",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44904201 - AUXILIOS PARA DESPESAS DE CAPITAL,"           1.238.380,87",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44905110 - ESTUDOS E PROJETOS,"             396.172,63",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"          28.867.699,08",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44905210 - VEICULOS DIVERSOS,"          30.005.423,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMAC„O,"           6.868.812,02",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44905231 - MAQUINAS E MOTORES,"             135.938,22",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44905232 - MOBILIARIO EM GERAL,"           6.934.696,06",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"44905233 - MATERIAL EDUCATIVO,CULTURAL E RECREATIVO","             940.190,09",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"          17.477.306,61",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","             540.563,14",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           1.993.091,63",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44915141 - OBRAS E INSTALACOES,"          11.114.926,81",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44915220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACAO,"              34.500,00",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,44915237 - EQUIPAMENTOS E MATERIAL PERMANENTE,"             118.004,98",
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,45906103 - AQUISICAO DE IMOVEIS,"           1.390.000,00",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,31900111 - INATIVOS-RPPS,"       3.031.663.899,14",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,31900112 - INATIVOS DA POLICIA MILITAR,"         607.585.518,57",
